payment_id,ride_id,user_id,amount,payment_method,payment_status,transaction_id,payment_time
5910,18134,8244,54.06,apple_pay,completed,TXN-00005910,2025-08-05 22:32:24
5911,16009,7496,158.95,debit_card,completed,TXN-00005911,2025-09-05 16:07:46
5912,8668,8882,105.57,apple_pay,completed,TXN-00005912,2025-11-26 00:10:11
5913,16281,3545,30.7,paypal,completed,TXN-00005913,2026-03-18 16:00:04
5914,3691,6139,49.25,debit_card,completed,TXN-00005914,2026-03-22 07:15:07
5915,13838,9847,37.51,apple_pay,completed,TXN-00005915,2025-12-25 19:02:18
5916,12263,3489,67.64,apple_pay,completed,TXN-00005916,2025-09-09 00:31:21
5917,17845,1785,35.13,debit_card,completed,TXN-00005917,2025-11-07 03:59:32
5918,5689,3268,43.01,paypal,completed,TXN-00005918,2025-03-07 04:25:13
5919,11863,8034,64.54,debit_card,completed,TXN-00005919,2025-05-16 07:13:21
5920,8383,2832,14.39,apple_pay,completed,TXN-00005920,2026-02-22 12:32:44
5921,4919,6615,164.34,google_pay,completed,TXN-00005921,2025-05-07 09:10:47
5922,276,3975,38.42,debit_card,completed,TXN-00005922,2026-05-09 14:21:49
5923,15883,5916,166.26,apple_pay,completed,TXN-00005923,2025-10-07 04:31:12
5924,13887,2887,27.67,paypal,completed,TXN-00005924,2025-03-03 02:40:57
5925,13471,5096,82.99,google_pay,completed,TXN-00005925,2025-08-03 12:34:02
5926,6322,6553,86.14,credit_card,completed,TXN-00005926,2026-06-04 12:51:44
5927,3078,9608,45.89,debit_card,completed,TXN-00005927,2025-07-16 07:30:29
5928,10545,89,33.06,google_pay,completed,TXN-00005928,2025-10-20 03:32:17
5929,18709,5700,96.57,debit_card,completed,TXN-00005929,2026-06-05 05:16:02
5930,829,1398,39.8,debit_card,completed,TXN-00005930,2026-07-14 15:49:59
5931,1592,8476,63.09,debit_card,completed,TXN-00005931,2025-09-03 00:26:03
5932,18172,4236,116.46,apple_pay,completed,TXN-00005932,2026-06-09 06:39:58
5933,13904,6432,46.21,google_pay,completed,TXN-00005933,2025-04-04 01:17:09
5934,18243,4008,77.23,apple_pay,completed,TXN-00005934,2025-11-21 10:31:16
5935,8284,4318,12.24,paypal,completed,TXN-00005935,2026-05-31 01:24:09
5936,11551,3837,10.46,credit_card,completed,TXN-00005936,2026-05-31 04:21:41
5937,4162,554,71.3,credit_card,completed,TXN-00005937,2026-05-07 13:08:41
5938,12863,3436,75.56,debit_card,completed,TXN-00005938,2025-09-01 18:38:56
5939,5879,7948,51.84,apple_pay,failed,TXN-00005939,2025-03-20 10:14:29
5940,671,2880,70.9,paypal,completed,TXN-00005940,2025-11-27 22:57:23
5941,9432,5911,51.12,debit_card,completed,TXN-00005941,2025-08-16 03:26:55
5942,16869,2004,65.91,credit_card,completed,TXN-00005942,2025-12-09 09:46:10
5943,16805,7762,78.46,paypal,completed,TXN-00005943,2025-07-14 13:40:36
5944,11130,2235,69.64,credit_card,completed,TXN-00005944,2025-12-09 10:44:29
5945,1434,7578,69.29,google_pay,completed,TXN-00005945,2025-04-18 05:20:17
5946,8728,2258,24.58,google_pay,completed,TXN-00005946,2025-01-25 20:07:22
5947,19052,825,45.96,google_pay,failed,TXN-00005947,2026-05-29 08:05:37
5948,12397,9888,31.99,apple_pay,completed,TXN-00005948,2025-01-31 22:35:57
5949,19081,598,30.5,paypal,completed,TXN-00005949,2026-07-22 14:03:27
5950,17507,226,38.91,paypal,completed,TXN-00005950,2025-11-15 14:08:11
5951,19281,3042,59.41,apple_pay,completed,TXN-00005951,2025-01-29 00:27:54
5952,13468,1393,48.25,credit_card,completed,TXN-00005952,2025-01-12 02:42:28
5953,16531,3792,35.79,google_pay,completed,TXN-00005953,2025-06-01 08:13:43
5954,14634,3902,68.28,google_pay,failed,TXN-00005954,2026-05-14 09:47:50
5955,7588,8167,14.18,paypal,completed,TXN-00005955,2025-10-13 02:03:35
5956,18114,4918,78.42,apple_pay,completed,TXN-00005956,2025-01-26 20:45:22
5957,12812,7813,30.29,google_pay,completed,TXN-00005957,2026-05-26 06:37:16
5958,3275,8138,84.69,credit_card,completed,TXN-00005958,2026-04-12 02:44:16
5959,9547,7579,30.46,credit_card,completed,TXN-00005959,2025-01-21 10:34:46
5960,13704,1025,80.38,credit_card,completed,TXN-00005960,2025-07-30 03:21:48
5961,4439,20,68.68,google_pay,completed,TXN-00005961,2025-07-15 12:38:59
5962,18293,3904,28.66,debit_card,completed,TXN-00005962,2026-05-02 02:01:13
5963,13272,6774,28.2,google_pay,completed,TXN-00005963,2026-02-12 06:05:52
5964,17600,6436,61.55,debit_card,completed,TXN-00005964,2026-07-06 15:33:47
5965,2894,2983,42.77,credit_card,completed,TXN-00005965,2026-07-11 22:04:11
5966,4940,1108,100.91,credit_card,completed,TXN-00005966,2026-07-23 07:58:54
5967,10843,6089,125.63,credit_card,completed,TXN-00005967,2025-05-08 15:33:16
5968,4390,9021,79.62,apple_pay,completed,TXN-00005968,2026-07-12 20:47:28
5969,357,4675,21.89,paypal,completed,TXN-00005969,2026-06-04 06:59:44
5970,3155,9061,144.67,credit_card,completed,TXN-00005970,2025-04-18 23:14:12
5971,6304,3364,86.37,debit_card,completed,TXN-00005971,2025-10-19 08:37:47
5972,9178,3971,41.92,debit_card,completed,TXN-00005972,2025-03-27 03:22:40
5973,8640,1414,93.93,debit_card,completed,TXN-00005973,2026-04-24 08:35:13
5974,16402,2195,49.52,paypal,completed,TXN-00005974,2026-04-26 00:25:47
5975,16206,9571,170.19,debit_card,completed,TXN-00005975,2026-02-19 23:01:40
5976,6691,8119,90.76,google_pay,failed,TXN-00005976,2025-12-05 14:45:59
5977,11627,3768,24.82,paypal,completed,TXN-00005977,2025-08-21 19:58:31
5978,9472,38,92.77,debit_card,completed,TXN-00005978,2025-04-20 14:14:03
5979,15018,5708,76.74,debit_card,completed,TXN-00005979,2025-08-05 09:34:31
5980,10791,8151,85.2,debit_card,completed,TXN-00005980,2025-12-22 14:55:54
5981,18099,2981,42.15,google_pay,completed,TXN-00005981,2025-01-31 01:08:30
5982,8176,5087,113.39,google_pay,completed,TXN-00005982,2025-03-07 21:22:24
5983,14073,2662,70.85,debit_card,completed,TXN-00005983,2026-07-09 10:44:42
5984,16028,9915,36.02,apple_pay,completed,TXN-00005984,2025-11-02 07:24:02
5985,2923,2161,143.03,google_pay,completed,TXN-00005985,2025-08-07 03:27:32
5986,1530,7294,119.87,debit_card,completed,TXN-00005986,2025-12-04 13:09:38
5987,17124,3153,109.5,google_pay,completed,TXN-00005987,2025-10-02 11:38:51
5988,5061,5481,38.88,credit_card,completed,TXN-00005988,2025-07-27 22:36:39
5989,18620,7585,82.3,google_pay,completed,TXN-00005989,2026-02-14 09:59:30
5990,14661,3522,73.73,paypal,completed,TXN-00005990,2025-01-18 04:51:54
5991,16850,583,71.2,debit_card,refunded,TXN-00005991,2026-02-16 02:49:03
5992,10038,2347,45.94,debit_card,completed,TXN-00005992,2025-12-15 00:26:01
5993,13245,5616,46.4,debit_card,completed,TXN-00005993,2025-04-03 13:50:06
5994,9496,5740,53.52,apple_pay,completed,TXN-00005994,2025-11-27 03:19:09
5995,2933,5553,36.2,apple_pay,completed,TXN-00005995,2026-01-18 11:46:13
5996,5908,4649,94.15,credit_card,completed,TXN-00005996,2026-07-07 02:50:42
5997,9103,1304,73.91,apple_pay,completed,TXN-00005997,2026-03-25 07:09:15
5998,1092,7242,105.54,google_pay,completed,TXN-00005998,2025-08-09 11:28:39
5999,18977,4215,23.53,paypal,completed,TXN-00005999,2025-10-18 01:11:17
6000,14392,4002,41.13,apple_pay,completed,TXN-00006000,2025-01-14 06:00:57
6001,8248,4118,113.12,credit_card,completed,TXN-00006001,2025-01-04 01:32:29
6002,6328,8399,71.28,credit_card,completed,TXN-00006002,2026-01-29 12:36:30
6003,3438,4788,69.06,paypal,completed,TXN-00006003,2026-06-21 22:21:16
6004,4368,7062,95.5,google_pay,completed,TXN-00006004,2026-07-10 06:13:34
6005,18635,6652,40.91,credit_card,completed,TXN-00006005,2025-04-10 14:57:28
6006,16244,3846,40.73,debit_card,completed,TXN-00006006,2025-07-07 05:33:07
6007,13907,3338,35.2,google_pay,completed,TXN-00006007,2025-09-07 15:46:53
6008,7696,8466,158.78,google_pay,completed,TXN-00006008,2026-02-10 15:50:47
6009,15574,3218,41.09,credit_card,completed,TXN-00006009,2025-02-06 09:25:38
6010,7422,4818,79.47,debit_card,completed,TXN-00006010,2025-01-30 06:01:39
6011,4672,9290,145.19,debit_card,completed,TXN-00006011,2025-02-07 15:32:44
6012,12160,7532,119.65,google_pay,completed,TXN-00006012,2025-06-27 15:01:11
6013,1084,6543,41.67,google_pay,completed,TXN-00006013,2025-05-08 02:20:55
6014,18396,1637,29.98,apple_pay,failed,TXN-00006014,2025-12-10 06:39:10
6015,2962,5616,124.73,apple_pay,completed,TXN-00006015,2025-02-18 10:40:18
6016,10464,809,165.46,google_pay,completed,TXN-00006016,2025-07-24 17:11:33
6017,12978,4771,62.12,google_pay,completed,TXN-00006017,2025-04-18 10:22:04
6018,18224,9834,62.84,debit_card,completed,TXN-00006018,2025-07-23 07:05:54
6019,6995,77,39.47,apple_pay,completed,TXN-00006019,2025-05-20 22:58:28
6020,14067,3806,133.44,debit_card,completed,TXN-00006020,2026-05-02 17:20:36
6021,18671,2711,22.72,apple_pay,completed,TXN-00006021,2026-04-27 20:46:27
6022,11301,5348,92.62,paypal,completed,TXN-00006022,2026-05-04 08:58:39
6023,18160,197,128.54,google_pay,completed,TXN-00006023,2026-07-28 06:51:20
6024,16161,6765,68.51,google_pay,failed,TXN-00006024,2025-01-27 22:41:06
6025,6203,4325,45.1,debit_card,completed,TXN-00006025,2025-07-01 07:11:14
6026,6644,6583,106.45,google_pay,completed,TXN-00006026,2025-08-08 00:59:33
6027,16755,4248,69.36,debit_card,completed,TXN-00006027,2026-01-16 11:05:27
6028,13925,5383,136.06,debit_card,refunded,TXN-00006028,2025-07-19 07:40:35
6029,14763,1063,67.29,credit_card,completed,TXN-00006029,2025-12-30 05:43:05
6030,11908,2225,50.93,google_pay,completed,TXN-00006030,2026-05-19 18:13:18
6031,4464,7982,35.83,apple_pay,completed,TXN-00006031,2025-08-01 23:43:51
6032,7329,8813,60.52,paypal,completed,TXN-00006032,2026-01-18 22:29:21
6033,15444,2151,22.96,paypal,completed,TXN-00006033,2025-02-10 11:07:53
6034,14016,5723,50.01,paypal,completed,TXN-00006034,2026-05-23 16:18:44
6035,18153,4873,151.95,debit_card,completed,TXN-00006035,2026-04-05 13:29:05
6036,9599,6629,47.68,debit_card,completed,TXN-00006036,2025-06-13 14:25:58
6037,10536,1335,77.83,credit_card,completed,TXN-00006037,2025-08-12 17:23:50
6038,1753,3669,74.89,paypal,completed,TXN-00006038,2025-06-23 13:17:20
6039,10181,6850,49.11,debit_card,completed,TXN-00006039,2025-08-12 01:56:05
6040,8965,4455,87.11,credit_card,completed,TXN-00006040,2025-07-22 14:54:24
6041,8486,6674,128.36,debit_card,completed,TXN-00006041,2025-06-16 17:47:39
6042,9195,1431,100.78,paypal,completed,TXN-00006042,2025-06-14 17:32:44
6043,15194,5149,51.3,debit_card,completed,TXN-00006043,2025-05-15 22:30:02
6044,9158,6244,70.65,google_pay,completed,TXN-00006044,2025-07-24 08:44:12
6045,2442,6232,51.82,credit_card,completed,TXN-00006045,2025-06-01 14:38:04
6046,18549,3490,69.29,apple_pay,refunded,TXN-00006046,2026-03-25 14:10:25
6047,14738,4050,75.62,credit_card,completed,TXN-00006047,2026-04-02 15:17:53
6048,5274,5743,21.83,credit_card,completed,TXN-00006048,2025-03-11 08:36:39
6049,3778,5427,74.22,debit_card,completed,TXN-00006049,2025-03-28 07:51:02
6050,18847,5663,42.2,google_pay,completed,TXN-00006050,2025-04-23 14:53:02
6051,15054,9532,61.68,credit_card,completed,TXN-00006051,2025-05-12 09:15:34
6052,6551,1406,36.74,paypal,failed,TXN-00006052,2025-12-10 13:56:25
6053,9613,1785,23.7,paypal,completed,TXN-00006053,2026-04-21 14:11:38
6054,14376,5302,21.6,apple_pay,completed,TXN-00006054,2026-06-10 20:10:42
6055,12881,4440,59.0,google_pay,completed,TXN-00006055,2025-05-03 06:53:19
6056,16534,4539,46.28,debit_card,completed,TXN-00006056,2025-03-31 17:18:51
6057,1627,3740,25.0,credit_card,completed,TXN-00006057,2026-04-03 19:37:09
6058,16156,2215,83.85,apple_pay,completed,TXN-00006058,2026-05-09 09:31:50
6059,13146,9797,70.3,debit_card,failed,TXN-00006059,2025-05-05 11:40:09
6060,2060,7313,48.8,paypal,completed,TXN-00006060,2026-03-07 09:02:32
6061,5939,9940,32.03,google_pay,completed,TXN-00006061,2025-07-12 05:48:45
6062,13593,3637,14.57,apple_pay,completed,TXN-00006062,2025-05-27 11:16:09
6063,15771,2932,33.04,debit_card,completed,TXN-00006063,2025-06-10 07:28:49
6064,15240,7955,96.9,paypal,completed,TXN-00006064,2025-06-19 21:21:34
6065,18029,9118,79.63,google_pay,completed,TXN-00006065,2025-12-06 05:29:30
6066,11654,4661,66.61,paypal,completed,TXN-00006066,2026-06-06 08:01:21
6067,15184,8379,91.86,paypal,completed,TXN-00006067,2025-02-04 15:00:22
6068,245,3086,118.35,apple_pay,completed,TXN-00006068,2026-03-22 08:24:56
6069,11775,7084,45.79,apple_pay,completed,TXN-00006069,2025-05-19 01:15:09
6070,13578,1612,60.77,paypal,failed,TXN-00006070,2025-04-28 13:09:54
6071,2363,8559,142.4,google_pay,completed,TXN-00006071,2026-01-26 08:09:17
6072,346,5955,39.26,debit_card,completed,TXN-00006072,2026-01-24 18:19:37
6073,4740,5357,20.24,paypal,completed,TXN-00006073,2025-03-16 21:24:19
6074,7120,4027,84.41,credit_card,completed,TXN-00006074,2025-12-29 02:34:17
6075,16315,3696,39.16,apple_pay,completed,TXN-00006075,2026-04-05 17:33:18
6076,7844,3758,14.74,debit_card,completed,TXN-00006076,2025-12-14 10:31:01
6077,19871,1909,131.26,google_pay,completed,TXN-00006077,2025-12-21 15:59:45
6078,3941,8038,44.95,apple_pay,failed,TXN-00006078,2025-03-20 21:03:23
6079,5408,5653,49.46,debit_card,completed,TXN-00006079,2025-07-07 09:30:29
6080,1803,6152,63.6,google_pay,completed,TXN-00006080,2025-09-22 19:36:11
6081,7964,942,51.07,credit_card,completed,TXN-00006081,2026-01-13 16:28:07
6082,32,3980,25.42,debit_card,completed,TXN-00006082,2025-08-31 01:49:34
6083,15318,1907,20.73,paypal,failed,TXN-00006083,2025-12-20 00:34:18
6084,10653,2812,13.48,credit_card,refunded,TXN-00006084,2026-07-03 19:08:59
6085,2858,9677,36.2,paypal,completed,TXN-00006085,2025-12-19 15:50:15
6086,6764,2708,89.4,paypal,completed,TXN-00006086,2026-05-06 18:30:01
6087,16543,633,24.12,paypal,completed,TXN-00006087,2025-06-03 01:20:15
6088,7659,9566,77.61,paypal,completed,TXN-00006088,2025-11-03 07:27:46
6089,13011,3824,181.98,paypal,completed,TXN-00006089,2025-11-02 08:21:59
6090,16764,8762,64.48,google_pay,completed,TXN-00006090,2025-01-08 21:49:25
6091,16836,916,69.71,google_pay,completed,TXN-00006091,2025-07-04 22:15:46
6092,17033,6834,35.66,paypal,completed,TXN-00006092,2026-06-18 00:15:19
6093,17424,1158,45.68,apple_pay,completed,TXN-00006093,2025-10-18 22:44:31
6094,12934,6220,16.6,apple_pay,refunded,TXN-00006094,2025-10-01 05:26:14
6095,12326,1339,88.39,apple_pay,completed,TXN-00006095,2026-01-21 10:32:50
6096,3960,8874,71.9,google_pay,failed,TXN-00006096,2025-11-16 01:12:21
6097,15062,3565,82.75,debit_card,completed,TXN-00006097,2025-05-13 08:04:56
6098,7739,7896,96.82,apple_pay,completed,TXN-00006098,2025-10-24 09:23:55
6099,2191,5057,41.03,credit_card,completed,TXN-00006099,2025-01-20 14:28:00
6100,10445,9237,33.8,credit_card,completed,TXN-00006100,2025-06-13 18:44:52
6101,13345,2511,35.82,paypal,completed,TXN-00006101,2025-06-29 19:09:41
6102,2355,7090,152.47,paypal,completed,TXN-00006102,2025-01-20 06:33:25
6103,2361,5455,48.73,apple_pay,completed,TXN-00006103,2026-04-03 08:11:49
6104,7125,8782,21.41,credit_card,completed,TXN-00006104,2026-02-12 04:46:52
6105,12996,6758,57.39,apple_pay,completed,TXN-00006105,2025-04-10 05:17:09
6106,356,4770,58.51,google_pay,completed,TXN-00006106,2025-02-03 19:45:44
6107,5527,3128,48.39,credit_card,refunded,TXN-00006107,2025-06-27 04:55:43
6108,11128,7951,49.97,paypal,completed,TXN-00006108,2025-11-25 14:30:49
6109,15152,9195,55.98,debit_card,completed,TXN-00006109,2025-01-21 18:22:25
6110,16483,7391,73.12,credit_card,completed,TXN-00006110,2025-10-18 03:53:24
6111,14745,6612,83.99,paypal,completed,TXN-00006111,2025-09-25 22:47:24
6112,13287,900,25.0,credit_card,completed,TXN-00006112,2025-08-20 20:50:43
6113,15134,8873,32.48,credit_card,completed,TXN-00006113,2026-03-18 12:14:04
6114,3039,1448,70.02,credit_card,completed,TXN-00006114,2025-11-14 07:24:31
6115,12438,739,32.85,google_pay,completed,TXN-00006115,2025-12-29 02:14:36
6116,1860,1468,36.65,paypal,completed,TXN-00006116,2025-03-27 21:07:32
6117,14849,193,23.14,paypal,completed,TXN-00006117,2025-03-12 03:19:29
6118,14234,3294,44.14,paypal,completed,TXN-00006118,2025-02-07 06:42:29
6119,17900,6118,53.16,debit_card,completed,TXN-00006119,2025-09-20 17:16:40
6120,2602,1636,42.18,debit_card,completed,TXN-00006120,2025-06-12 01:04:21
6121,17237,7460,76.2,google_pay,failed,TXN-00006121,2025-11-08 17:30:18
6122,13438,4678,21.54,paypal,completed,TXN-00006122,2026-01-26 12:22:55
6123,5284,4179,77.26,paypal,completed,TXN-00006123,2026-01-13 07:16:49
6124,8042,3615,46.59,google_pay,completed,TXN-00006124,2025-05-26 06:43:47
6125,8278,570,30.01,paypal,completed,TXN-00006125,2025-09-15 10:46:21
6126,10759,2509,89.02,paypal,completed,TXN-00006126,2025-04-19 23:10:47
6127,18996,2475,81.15,debit_card,completed,TXN-00006127,2025-09-15 16:22:23
6128,6953,3480,98.37,google_pay,completed,TXN-00006128,2026-02-26 07:27:41
6129,7569,3944,28.25,apple_pay,completed,TXN-00006129,2025-04-23 00:24:00
6130,13693,4483,57.68,google_pay,completed,TXN-00006130,2025-03-19 16:52:34
6131,6610,357,56.12,google_pay,completed,TXN-00006131,2025-04-23 22:25:24
6132,11477,2369,23.7,credit_card,failed,TXN-00006132,2026-06-07 10:22:28
6133,15450,1907,19.48,apple_pay,completed,TXN-00006133,2025-08-31 09:04:03
6134,19232,7517,50.12,apple_pay,completed,TXN-00006134,2025-07-11 07:24:33
6135,12033,4642,159.51,debit_card,failed,TXN-00006135,2025-01-24 14:36:39
6136,2273,7277,53.56,apple_pay,failed,TXN-00006136,2025-04-07 07:41:28
6137,15799,2029,37.85,debit_card,completed,TXN-00006137,2026-04-13 12:36:42
6138,11809,1891,12.97,debit_card,completed,TXN-00006138,2026-03-31 23:40:16
6139,11562,9798,112.1,credit_card,completed,TXN-00006139,2025-04-23 21:53:13
6140,1583,4914,31.59,credit_card,completed,TXN-00006140,2025-03-19 21:34:50
6141,14640,6088,49.13,paypal,completed,TXN-00006141,2026-02-18 00:02:59
6142,15961,4755,47.7,apple_pay,completed,TXN-00006142,2026-06-13 09:35:40
6143,13895,487,63.5,debit_card,completed,TXN-00006143,2026-03-25 18:13:08
6144,952,2981,41.32,google_pay,completed,TXN-00006144,2025-08-03 11:28:25
6145,10469,6603,164.48,credit_card,completed,TXN-00006145,2026-07-05 10:21:09
6146,17311,4069,75.99,google_pay,completed,TXN-00006146,2025-08-29 02:34:40
6147,17206,7257,80.92,google_pay,completed,TXN-00006147,2025-10-19 13:28:41
6148,7778,5989,87.29,google_pay,completed,TXN-00006148,2026-04-22 13:01:12
6149,7221,8840,46.78,apple_pay,completed,TXN-00006149,2025-10-29 20:29:34
6150,4437,3360,53.48,google_pay,completed,TXN-00006150,2025-08-27 18:41:37
6151,9227,2156,48.31,apple_pay,completed,TXN-00006151,2026-05-24 20:45:54
6152,10649,2877,80.28,paypal,completed,TXN-00006152,2025-07-05 08:41:02
6153,11337,8772,69.16,apple_pay,completed,TXN-00006153,2026-06-23 19:05:12
6154,2627,8413,144.01,google_pay,completed,TXN-00006154,2025-07-14 23:38:50
6155,893,2107,64.48,apple_pay,completed,TXN-00006155,2026-04-25 21:54:49
6156,15643,7796,86.99,debit_card,completed,TXN-00006156,2026-06-07 16:30:47
6157,12942,7747,27.81,debit_card,completed,TXN-00006157,2025-11-25 21:41:29
6158,6407,8740,19.05,credit_card,completed,TXN-00006158,2025-03-22 23:57:42
6159,8655,6081,36.83,credit_card,completed,TXN-00006159,2025-09-21 07:01:57
6160,11326,5534,60.1,debit_card,completed,TXN-00006160,2025-09-26 02:14:50
6161,14613,2856,56.02,credit_card,completed,TXN-00006161,2025-03-18 10:34:40
6162,1198,2244,80.58,paypal,completed,TXN-00006162,2025-12-08 19:06:21
6163,8170,1002,36.84,apple_pay,completed,TXN-00006163,2025-07-16 06:27:20
6164,5379,3917,28.34,paypal,failed,TXN-00006164,2026-03-28 23:57:11
6165,19881,7762,13.54,debit_card,completed,TXN-00006165,2025-04-22 04:55:27
6166,13585,3593,111.21,apple_pay,completed,TXN-00006166,2026-02-04 12:21:42
6167,5075,4169,75.13,google_pay,completed,TXN-00006167,2025-01-08 01:29:24
6168,10861,5991,83.33,paypal,completed,TXN-00006168,2025-07-11 09:10:57
6169,15364,6695,79.49,credit_card,completed,TXN-00006169,2026-06-17 00:09:08
6170,1307,9290,41.66,google_pay,completed,TXN-00006170,2026-05-30 10:27:07
6171,3296,7631,8.81,paypal,refunded,TXN-00006171,2026-03-23 04:46:38
6172,13482,6501,88.01,credit_card,completed,TXN-00006172,2026-06-03 08:10:07
6173,2571,6278,55.69,google_pay,completed,TXN-00006173,2026-04-30 19:16:21
6174,9367,1311,38.02,google_pay,completed,TXN-00006174,2026-07-22 05:52:44
6175,6958,8641,98.69,credit_card,completed,TXN-00006175,2025-07-13 06:16:00
6176,654,3440,78.92,debit_card,completed,TXN-00006176,2026-07-20 12:16:46
6177,5821,5325,25.21,credit_card,completed,TXN-00006177,2025-07-19 07:16:10
6178,15084,1054,48.03,google_pay,completed,TXN-00006178,2026-01-10 01:23:48
6179,7466,7496,81.82,debit_card,completed,TXN-00006179,2026-05-14 13:06:21
6180,8871,4071,78.28,apple_pay,completed,TXN-00006180,2025-12-15 15:39:03
6181,2967,9500,85.08,apple_pay,failed,TXN-00006181,2025-04-13 01:54:07
6182,9830,1009,55.39,google_pay,completed,TXN-00006182,2026-02-25 19:25:21
6183,16441,6890,66.49,debit_card,completed,TXN-00006183,2025-10-20 09:36:10
6184,9284,8773,125.59,apple_pay,completed,TXN-00006184,2025-02-19 10:50:47
6185,5345,7690,121.68,debit_card,refunded,TXN-00006185,2025-12-23 09:33:13
6186,17189,4562,119.08,apple_pay,completed,TXN-00006186,2025-01-06 03:34:57
6187,18487,8279,88.63,apple_pay,completed,TXN-00006187,2025-05-03 21:06:42
6188,16793,7337,79.32,debit_card,completed,TXN-00006188,2025-05-27 22:08:39
6189,16165,6742,47.92,credit_card,completed,TXN-00006189,2025-01-02 20:35:37
6190,9303,37,69.94,credit_card,completed,TXN-00006190,2025-07-10 13:54:33
6191,14407,183,66.0,apple_pay,completed,TXN-00006191,2025-04-03 10:28:27
6192,17573,4833,20.52,credit_card,completed,TXN-00006192,2025-12-02 08:51:52
6193,19033,9422,95.05,google_pay,completed,TXN-00006193,2025-11-13 05:26:14
6194,14859,282,35.3,debit_card,completed,TXN-00006194,2025-12-23 09:21:17
6195,4383,5595,63.69,debit_card,completed,TXN-00006195,2025-05-09 07:32:10
6196,15589,3199,129.9,apple_pay,completed,TXN-00006196,2025-07-02 06:02:36
6197,13252,1599,77.65,debit_card,completed,TXN-00006197,2026-07-06 12:04:22
6198,9124,4768,84.01,google_pay,completed,TXN-00006198,2025-03-05 19:15:50
6199,14447,7192,35.12,paypal,completed,TXN-00006199,2025-12-20 12:53:03
6200,3825,4794,119.26,google_pay,completed,TXN-00006200,2025-09-20 19:28:03
6201,16961,5813,88.28,credit_card,completed,TXN-00006201,2025-05-01 05:59:55
6202,19807,4303,57.02,credit_card,completed,TXN-00006202,2025-01-07 16:02:54
6203,12443,3173,53.56,paypal,completed,TXN-00006203,2025-02-21 06:56:48
6204,13797,570,52.58,credit_card,completed,TXN-00006204,2025-05-17 08:01:30
6205,1667,9719,58.53,google_pay,completed,TXN-00006205,2025-07-23 15:03:37
6206,14868,9999,93.2,credit_card,completed,TXN-00006206,2025-09-14 17:53:52
6207,16051,9493,70.23,google_pay,refunded,TXN-00006207,2026-04-29 11:02:23
6208,10527,9071,39.05,credit_card,completed,TXN-00006208,2026-03-21 12:50:30
6209,359,7626,18.7,credit_card,completed,TXN-00006209,2025-11-08 19:23:51
6210,1972,8790,69.67,apple_pay,completed,TXN-00006210,2025-06-11 03:38:40
6211,6599,9801,79.39,credit_card,completed,TXN-00006211,2026-05-17 11:22:58
6212,2287,6914,66.3,paypal,completed,TXN-00006212,2026-04-29 14:07:54
6213,6673,715,31.63,paypal,completed,TXN-00006213,2025-06-29 12:26:10
6214,17588,4118,136.97,credit_card,completed,TXN-00006214,2025-03-14 08:18:28
6215,10864,7422,83.27,paypal,completed,TXN-00006215,2025-02-23 04:58:14
6216,15190,4207,71.2,paypal,failed,TXN-00006216,2025-11-19 01:40:52
6217,8978,222,16.54,credit_card,completed,TXN-00006217,2026-02-08 14:07:00
6218,7942,6504,48.44,google_pay,completed,TXN-00006218,2026-04-26 08:05:02
6219,14679,1455,45.33,debit_card,completed,TXN-00006219,2025-12-02 03:03:11
6220,7189,3372,72.6,paypal,completed,TXN-00006220,2025-01-30 05:37:39
6221,3767,8306,38.97,apple_pay,completed,TXN-00006221,2025-10-22 13:23:48
6222,19688,478,48.39,google_pay,completed,TXN-00006222,2026-07-25 12:47:52
6223,2762,1283,80.13,apple_pay,completed,TXN-00006223,2026-01-17 20:17:57
6224,8045,8303,53.31,paypal,completed,TXN-00006224,2025-10-16 11:53:21
6225,15784,692,136.37,credit_card,completed,TXN-00006225,2025-02-14 06:39:32
6226,2386,861,30.8,apple_pay,refunded,TXN-00006226,2026-02-17 11:14:47
6227,16868,4736,36.38,debit_card,completed,TXN-00006227,2026-05-12 02:18:41
6228,4343,3279,111.53,debit_card,completed,TXN-00006228,2025-10-05 08:11:20
6229,15678,3013,103.44,debit_card,completed,TXN-00006229,2026-05-21 16:04:45
6230,8471,907,38.51,apple_pay,completed,TXN-00006230,2026-04-13 13:18:12
6231,8975,2490,45.87,paypal,completed,TXN-00006231,2026-02-26 18:19:33
6232,6941,9271,79.07,credit_card,completed,TXN-00006232,2025-06-14 12:08:24
6233,3494,9648,37.84,apple_pay,failed,TXN-00006233,2025-06-25 21:41:51
6234,12926,2303,37.58,credit_card,completed,TXN-00006234,2025-12-18 15:26:09
6235,18534,7087,55.64,apple_pay,completed,TXN-00006235,2025-04-28 09:01:51
6236,3093,2535,102.39,google_pay,completed,TXN-00006236,2025-11-25 15:28:32
6237,10884,6179,31.61,credit_card,completed,TXN-00006237,2026-02-21 01:47:20
6238,14617,8686,47.37,google_pay,completed,TXN-00006238,2026-02-23 10:07:14
6239,3329,839,147.89,paypal,completed,TXN-00006239,2025-10-07 12:55:53
6240,7200,8069,39.1,debit_card,completed,TXN-00006240,2026-03-23 22:21:27
6241,5395,7218,47.64,debit_card,completed,TXN-00006241,2025-05-15 14:58:08
6242,14906,9454,147.33,paypal,completed,TXN-00006242,2026-01-09 08:45:53
