rating_id,ride_id,rider_id,driver_id,rating,comment,rated_at
6796,1733,553,7841,5,Could have been better,2025-01-18 14:20:36
6797,665,8113,1888,5,Smooth ride,2025-01-08 06:54:12
6798,6200,7597,8752,4,Great ride,2025-01-23 13:55:16
6799,16062,1431,5506,5,Average experience,2025-12-03 23:35:33
6800,10119,2321,5494,5,Clean vehicle,2026-04-06 23:24:09
6801,16462,7597,6346,4,,2025-02-02 23:24:05
6802,718,3356,5959,5,Smooth ride,2025-03-26 19:03:22
6803,1613,1862,4052,5,Great ride,2025-04-29 14:33:32
6804,15715,5511,763,5,Great ride,2025-03-26 04:19:03
6805,8870,3562,1882,5,Great ride,2025-02-12 07:01:49
6806,19955,327,1959,5,Clean vehicle,2025-06-13 11:22:06
6807,11516,7189,4387,4,Driver was professional,2026-01-31 10:37:55
6808,4993,49,9860,3,,2025-08-11 08:43:50
6809,6032,4645,7200,5,Driver was professional,2026-01-19 02:23:23
6810,15985,6822,4635,5,Good experience,2026-04-05 16:27:15
6811,10477,6664,1670,3,Average experience,2026-07-16 00:35:20
6812,16197,8816,8857,5,Driver was professional,2026-06-14 18:09:46
6813,19893,7521,1670,5,Average experience,2026-03-04 12:19:48
6814,16758,5041,5766,5,Driver was professional,2025-07-19 04:40:28
6815,3917,8745,2200,5,Smooth ride,2026-06-11 01:33:38
6816,18048,5206,4376,5,Clean vehicle,2025-08-09 20:55:37
6817,1262,8980,8748,5,On time,2026-04-09 06:38:12
6818,1570,2699,9414,4,,2026-06-21 02:35:01
6819,19521,3365,6057,3,Driver was professional,2025-12-20 05:43:36
6820,6025,7818,9347,5,Very friendly driver,2025-01-22 13:32:58
6821,4756,402,2858,5,Could have been better,2025-06-21 02:05:44
6822,19539,8607,9269,5,Good experience,2025-02-15 06:22:00
6823,7772,9993,1116,4,Driver was professional,2025-10-09 20:41:15
6824,13670,2751,9227,5,On time,2025-06-22 22:09:59
6825,11229,6829,2497,5,Good experience,2025-03-29 05:19:21
6826,1545,8673,3921,5,Driver was professional,2025-11-21 22:07:03
6827,731,3462,5963,3,On time,2025-05-15 02:15:51
6828,4082,3138,8866,5,Driver was professional,2025-10-10 05:52:37
6829,4211,8529,2196,4,Clean vehicle,2025-11-27 18:47:08
6830,13059,1486,6808,1,Good experience,2026-02-17 04:56:04
6831,19574,4325,3296,5,Clean vehicle,2025-11-22 04:15:47
6832,3426,4364,1233,5,,2026-05-20 00:11:21
6833,3014,6069,9987,5,Clean vehicle,2025-03-11 12:21:39
6834,3127,7038,5384,5,,2025-05-02 08:39:58
6835,18030,8204,4217,5,,2025-11-16 05:58:19
6836,7522,3228,5022,5,Average experience,2025-05-21 00:45:28
6837,19080,9634,8402,4,Could have been better,2025-05-31 21:25:49
6838,8535,3622,3119,5,Smooth ride,2026-04-28 02:56:32
6839,9214,2839,859,5,Could have been better,2025-08-09 10:10:32
6840,13976,1052,5882,5,Could have been better,2026-06-03 06:03:23
6841,12013,2837,6243,4,Average experience,2025-04-03 15:33:29
6842,16489,9826,4553,4,On time,2026-01-04 09:35:00
6843,17963,450,7492,5,Driver was professional,2025-03-31 13:52:36
6844,8578,2425,8107,1,Driver was professional,2025-09-06 01:33:43
6845,16176,1615,3997,4,Smooth ride,2025-01-17 14:59:18
6846,1580,682,1628,5,Average experience,2026-03-03 17:44:04
6847,16195,9784,3258,4,Clean vehicle,2026-05-11 00:16:39
6848,18320,8102,7343,4,On time,2025-11-27 13:43:24
6849,6759,2410,6233,5,Average experience,2025-01-24 15:23:41
6850,15260,7209,3912,5,Very friendly driver,2025-01-21 13:53:34
6851,12553,8323,4250,5,Very friendly driver,2025-09-30 11:30:47
6852,11361,2845,5413,4,Very friendly driver,2025-05-03 12:06:35
6853,9839,9413,9102,5,Good experience,2025-05-13 13:44:04
6854,6616,8443,4555,5,Good experience,2026-07-20 03:57:41
6855,17006,6486,3728,4,,2025-05-22 06:30:18
6856,18024,2495,7146,5,,2025-04-07 06:35:13
6857,13374,4195,2190,5,Average experience,2026-06-13 21:29:53
6858,5595,9549,2203,5,Clean vehicle,2025-12-15 23:46:01
6859,6210,5398,3849,3,Could have been better,2025-11-06 05:48:27
6860,8927,1819,4083,5,Great ride,2025-07-25 11:22:51
6861,762,6482,1201,5,Driver was professional,2026-02-23 16:27:58
6862,16454,5368,9987,5,Could have been better,2026-07-30 23:41:54
6863,17344,9041,7744,5,Driver was professional,2026-03-30 10:26:32
6864,4814,5740,3087,5,Clean vehicle,2025-07-20 16:20:17
6865,1154,6624,6205,5,Smooth ride,2026-04-28 00:18:14
6866,2197,9034,4293,5,Driver was professional,2025-09-19 21:28:19
6867,6073,896,4498,4,Very friendly driver,2026-07-20 19:31:11
6868,18501,4888,7519,3,Smooth ride,2026-07-07 02:37:42
6869,670,455,9572,4,Driver was professional,2026-07-27 23:49:06
6870,4880,9777,4838,4,Driver was professional,2025-10-13 05:01:33
6871,17024,8880,2843,5,Driver was professional,2026-03-17 19:33:15
6872,4541,4256,7812,3,On time,2026-01-03 22:36:13
6873,16486,6266,4554,4,Smooth ride,2026-03-23 18:11:55
6874,4281,6302,242,5,Driver was professional,2026-01-25 00:46:02
6875,12461,1319,5038,5,On time,2025-12-02 14:45:01
6876,7948,443,4555,4,Average experience,2026-07-12 04:41:26
6877,15206,6864,801,5,Driver was professional,2026-01-10 04:05:38
6878,14828,8015,9243,5,Very friendly driver,2025-10-11 07:11:54
6879,6705,5493,3516,5,,2026-02-27 16:40:16
6880,5485,4015,6271,4,Driver was professional,2025-05-29 00:06:06
6881,1133,6235,5063,5,Good experience,2025-08-10 07:16:20
6882,17316,4741,4574,1,,2026-02-13 02:59:53
6883,9321,7951,5909,4,Could have been better,2026-05-12 03:42:59
6884,16729,7129,5005,5,Smooth ride,2025-02-14 09:15:39
6885,2209,3655,9074,3,Smooth ride,2025-08-24 01:42:49
6886,19300,8329,4563,5,Driver was professional,2025-12-23 18:08:57
6887,3473,9150,5753,3,Could have been better,2026-01-08 18:08:44
6888,10734,9847,9044,5,Average experience,2025-08-31 21:25:00
6889,19843,4855,1908,4,Smooth ride,2025-06-19 01:02:29
6890,10235,9302,4176,5,On time,2025-11-21 23:56:34
6891,7493,7735,9757,5,Very friendly driver,2026-06-18 07:40:25
6892,502,3170,7406,4,Smooth ride,2025-09-10 13:11:48
6893,17588,4118,3827,5,,2025-03-14 08:18:28
6894,6604,8412,1481,3,Driver was professional,2025-11-26 16:15:38
6895,11679,7106,4785,5,,2026-03-05 09:22:16
6896,16610,3340,1265,5,Great ride,2025-09-08 09:08:52
6897,6179,1487,6073,4,Clean vehicle,2026-04-12 13:27:10
6898,5185,1058,4269,4,Clean vehicle,2025-08-08 11:52:59
6899,11602,2018,9300,4,Great ride,2025-07-08 00:46:52
6900,8012,8512,3942,4,,2025-09-27 01:58:10
6901,9459,5302,4280,3,Driver was professional,2026-03-21 13:02:52
6902,10878,9604,3450,4,Smooth ride,2025-05-24 06:31:04
6903,12969,7338,4012,5,Smooth ride,2025-11-28 22:15:05
6904,8130,1955,7317,5,Great ride,2025-06-04 11:47:20
6905,17983,8437,7157,5,Good experience,2025-01-09 02:09:27
6906,16298,323,9157,5,Average experience,2025-08-07 10:16:49
6907,2112,4596,5547,4,,2026-07-03 00:50:29
6908,6852,3455,3454,4,Average experience,2025-11-20 16:30:58
6909,15019,2811,9554,4,,2025-10-13 13:43:17
6910,6116,5272,8541,5,Smooth ride,2025-04-03 01:32:35
6911,1931,7126,6217,5,Good experience,2025-10-31 11:33:42
6912,9012,3496,3322,4,,2025-10-02 06:58:51
6913,2994,1876,9335,5,Great ride,2026-07-08 12:05:10
6914,16914,1159,2365,5,Could have been better,2026-06-20 19:02:56
6915,8956,1968,2859,5,Good experience,2025-12-03 19:49:00
6916,9898,9337,8182,5,On time,2026-03-31 01:56:09
6917,1559,2026,5659,5,Driver was professional,2025-07-10 02:45:08
6918,5016,2413,349,5,Smooth ride,2025-01-18 14:24:03
6919,16281,3545,2380,5,Driver was professional,2026-03-18 16:00:04
6920,8835,4403,8640,5,Clean vehicle,2026-06-27 14:17:08
6921,11697,7046,3493,3,,2026-07-01 08:52:53
6922,9867,876,5694,4,On time,2026-06-17 03:21:02
6923,4506,6290,5271,4,Smooth ride,2026-04-11 15:43:21
6924,17783,158,8221,5,,2026-06-10 01:43:07
6925,2176,2952,3078,5,Very friendly driver,2025-07-12 11:37:12
6926,87,1047,8699,1,Very friendly driver,2025-01-31 07:17:32
6927,10560,7720,9131,5,On time,2026-06-16 16:36:34
6928,3053,5014,7374,4,Very friendly driver,2026-06-06 03:42:29
6929,15371,214,9770,5,Good experience,2025-01-30 20:28:44
6930,7452,261,8742,4,Great ride,2026-06-13 01:54:37
6931,81,6699,1965,5,Good experience,2025-06-20 04:49:40
6932,12201,357,1132,5,Great ride,2025-04-27 04:27:26
6933,10733,7084,8749,5,,2026-03-11 05:59:30
6934,15108,1257,4292,5,Smooth ride,2026-07-19 10:28:47
6935,5468,7299,154,5,Good experience,2025-01-13 11:26:28
6936,6353,5150,4426,4,Great ride,2025-08-27 23:45:04
6937,13682,7850,1776,5,On time,2025-04-19 06:34:50
6938,15742,6375,4900,5,Clean vehicle,2025-08-21 08:21:30
6939,13590,3717,8321,4,Average experience,2026-03-27 10:49:59
6940,3023,8957,8702,5,Driver was professional,2026-01-20 20:33:00
6941,3472,4035,44,5,Very friendly driver,2025-09-22 07:48:36
6942,16368,6610,4637,5,Average experience,2026-02-27 19:58:14
6943,1642,6894,2061,5,Driver was professional,2026-03-12 15:07:00
6944,1688,8795,8547,5,Smooth ride,2026-01-16 12:04:34
6945,16984,7577,6967,5,,2025-11-17 21:37:37
6946,7263,3297,3284,5,Clean vehicle,2025-02-01 16:18:44
6947,19239,8821,4434,5,Great ride,2026-01-19 13:45:36
6948,1198,2244,8503,4,Could have been better,2025-12-08 19:06:21
6949,19150,341,1292,5,Driver was professional,2026-01-08 21:12:22
6950,8309,6363,4086,4,Very friendly driver,2025-12-30 17:44:53
6951,17914,1617,334,4,Driver was professional,2026-02-16 02:38:17
6952,15512,1341,7821,5,Clean vehicle,2026-03-25 03:09:40
6953,13616,7237,1036,5,Great ride,2026-01-12 01:54:33
6954,18240,5310,5728,2,Average experience,2025-03-27 15:30:15
6955,410,3060,8742,5,Clean vehicle,2025-06-04 02:46:19
6956,13289,5251,7745,4,Smooth ride,2026-02-18 05:35:19
6957,9000,9112,3729,5,Driver was professional,2026-05-07 14:14:20
6958,19769,8002,5874,4,Average experience,2025-02-19 19:19:23
6959,16137,6888,6359,5,Good experience,2025-07-22 02:31:26
6960,2795,7269,6303,4,Good experience,2025-12-30 15:40:38
6961,10499,8647,9131,5,Smooth ride,2025-09-21 13:21:36
6962,9629,3803,9110,5,Clean vehicle,2026-03-20 09:26:03
6963,16647,7558,9572,4,Smooth ride,2025-03-10 02:35:25
6964,9403,8779,363,5,Average experience,2025-03-25 08:59:46
6965,1609,5898,3881,4,Clean vehicle,2026-07-05 15:16:50
6966,6776,2643,3078,4,Good experience,2025-09-05 02:14:05
6967,5643,1547,2143,5,On time,2025-08-03 15:18:05
6968,16363,9604,6193,5,Great ride,2026-03-25 02:39:52
6969,15129,40,2836,5,Clean vehicle,2025-05-27 08:50:31
6970,8188,904,4003,4,Very friendly driver,2026-03-02 21:11:52
6971,18535,2868,7633,5,Driver was professional,2025-04-13 21:09:20
6972,18971,7368,6307,4,On time,2026-03-03 20:59:31
6973,5094,2217,2528,5,Driver was professional,2026-02-25 00:57:18
6974,7615,1203,4653,4,On time,2025-12-15 00:45:20
6975,407,16,9385,5,Average experience,2026-02-12 21:33:47
6976,4311,2912,3435,5,Driver was professional,2025-08-13 13:00:03
6977,3558,2605,5284,3,Smooth ride,2025-07-20 02:20:56
6978,12435,9206,4269,5,Great ride,2026-06-28 12:53:55
6979,3193,2942,4570,4,Good experience,2025-08-11 19:32:02
6980,7796,1707,1235,3,Could have been better,2025-10-18 16:54:43
6981,10708,6817,2904,5,Could have been better,2025-07-09 02:26:10
6982,10298,6609,9535,2,Driver was professional,2025-06-09 08:17:52
6983,16307,9280,1271,5,Good experience,2025-06-03 18:58:19
6984,3207,5897,3280,5,,2026-07-04 21:14:43
6985,1709,8068,607,4,Could have been better,2025-09-16 20:13:26
6986,11498,5368,5001,3,,2025-11-18 22:05:41
6987,14069,5204,4564,4,On time,2025-02-19 17:29:03
6988,11524,3065,2838,4,Great ride,2025-08-09 16:21:13
6989,15097,3128,7828,5,Very friendly driver,2025-09-29 10:26:37
6990,13675,7760,7785,5,Good experience,2026-05-24 12:48:25
6991,16832,1009,9178,5,Very friendly driver,2025-07-17 04:16:17
6992,7209,5080,6325,5,Average experience,2025-11-02 06:48:55
6993,10988,6000,9517,3,Could have been better,2026-05-13 19:27:43
6994,13537,5802,9013,3,Could have been better,2025-09-21 03:37:59
6995,12521,3750,4156,5,Average experience,2025-10-27 22:03:35
6996,3889,7538,1972,5,On time,2026-03-17 23:35:51
6997,15836,5451,1699,5,On time,2025-05-13 09:50:53
6998,7165,6088,6905,5,,2025-04-03 03:31:20
6999,9204,9756,6679,5,Average experience,2025-12-04 09:09:57
7000,1963,3065,5063,5,Could have been better,2025-06-22 13:22:40
7001,8477,570,1507,5,Clean vehicle,2025-07-31 11:19:32
7002,3735,6352,9788,5,Driver was professional,2026-04-24 13:52:15
7003,13725,3279,9726,5,Driver was professional,2025-06-16 01:29:58
7004,8046,9116,3131,5,Average experience,2025-08-14 02:52:00
7005,11571,8616,9356,5,Smooth ride,2025-05-29 18:32:50
7006,15855,1450,1064,4,Very friendly driver,2025-09-23 18:46:33
7007,13116,6802,9873,5,Good experience,2026-01-17 19:27:17
7008,10787,7677,2647,5,On time,2025-04-08 22:08:50
7009,19855,383,6027,5,Driver was professional,2026-02-10 03:23:01
7010,3379,3452,4838,5,Very friendly driver,2025-02-16 17:40:16
7011,9496,5740,6133,5,,2025-11-27 03:19:09
7012,8810,3636,4891,5,Average experience,2026-05-12 19:58:04
7013,13960,6945,3177,5,Driver was professional,2026-04-07 15:15:52
7014,6052,5697,2828,4,Average experience,2026-06-27 16:55:02
7015,12371,3809,547,5,Smooth ride,2026-05-11 07:58:57
7016,12252,9315,5106,5,Driver was professional,2025-03-27 13:47:58
7017,14335,1248,9807,5,Great ride,2025-06-27 05:49:26
7018,17240,4321,2497,5,Great ride,2026-07-19 01:33:42
7019,10584,6448,1441,4,Clean vehicle,2025-02-19 11:54:50
7020,3709,811,2031,5,Clean vehicle,2025-07-24 15:57:34
7021,1063,984,5298,5,Average experience,2026-03-08 13:12:40
7022,12458,680,9325,5,Great ride,2026-01-26 12:31:41
7023,14540,5275,7451,5,Driver was professional,2026-02-03 00:16:09
7024,10500,4330,758,5,On time,2025-06-23 11:59:34
7025,1735,458,5052,5,,2026-05-13 05:29:47
7026,19247,8727,2585,5,Great ride,2025-02-05 21:24:37
7027,3139,8979,1228,5,Good experience,2026-03-22 21:04:46
7028,3508,7400,4358,5,Smooth ride,2026-02-07 05:04:22
7029,6532,4401,3007,5,On time,2025-01-07 19:09:47
7030,2832,2934,3614,5,,2025-09-21 18:41:00
7031,6671,9918,3555,4,Smooth ride,2026-01-08 19:03:59
7032,14085,721,8539,4,On time,2025-07-18 16:40:29
7033,4794,2204,9335,4,Driver was professional,2025-10-10 02:30:22
7034,14422,3807,243,2,Driver was professional,2026-06-20 17:04:16
7035,3970,7012,4787,5,Great ride,2025-09-21 12:38:01
7036,7605,5580,1196,4,Average experience,2025-08-26 14:51:43
7037,18725,3563,5153,5,Smooth ride,2025-12-16 14:15:52
7038,12073,4114,2240,5,Average experience,2025-03-07 11:09:44
7039,3697,7642,2025,5,Average experience,2026-03-01 01:56:44
7040,15716,7697,9107,5,Very friendly driver,2025-12-06 11:46:14
7041,12613,9301,3572,5,Clean vehicle,2026-07-19 18:01:48
7042,17040,3319,2210,4,Smooth ride,2026-06-11 05:18:19
7043,5575,9302,4691,5,On time,2025-06-30 14:36:10
7044,8830,8070,9620,5,Smooth ride,2026-05-17 01:48:51
7045,12268,577,5762,5,Good experience,2025-10-03 02:19:16
7046,4645,7883,7245,4,Smooth ride,2025-04-13 14:52:41
7047,17592,8934,9525,4,Very friendly driver,2026-07-19 10:00:03
7048,5623,542,7362,5,Very friendly driver,2025-04-03 10:02:11
7049,12589,5743,643,5,On time,2025-03-30 15:39:47
7050,2042,9705,7057,5,Smooth ride,2025-03-14 02:25:36
7051,829,1398,3476,5,Could have been better,2026-07-14 15:49:59
7052,10938,3128,5084,5,Average experience,2025-04-15 17:35:01
7053,6884,5150,8506,5,Very friendly driver,2025-10-27 23:22:29
7054,9717,262,5752,5,Average experience,2025-09-23 08:52:07
7055,16444,2263,5803,4,Average experience,2025-09-02 00:43:26
7056,7125,8782,4106,5,Could have been better,2026-02-12 04:46:52
7057,19396,5451,8905,5,Good experience,2026-03-01 06:43:49
7058,3544,3840,7217,5,Good experience,2025-02-25 03:22:06
7059,19819,8357,411,4,Great ride,2026-01-16 20:05:43
7060,4639,254,4729,5,Smooth ride,2025-09-25 08:41:04
7061,10491,1175,4821,4,Good experience,2025-10-10 07:34:41
7062,13219,389,5078,5,,2025-01-13 03:54:45
7063,13329,7615,7057,4,Could have been better,2026-06-14 05:52:43
7064,13821,6083,9072,3,Clean vehicle,2025-10-14 17:23:44
7065,1320,8275,7923,3,Great ride,2026-03-24 23:37:15
7066,7715,3082,5167,5,Clean vehicle,2026-06-24 07:09:58
7067,12104,4556,2632,5,Driver was professional,2025-04-16 06:32:33
7068,8054,3966,4097,5,Smooth ride,2025-10-23 21:49:30
7069,806,343,5144,5,,2025-08-14 14:06:45
7070,9464,8550,5373,5,Very friendly driver,2025-12-22 03:34:37
7071,13055,3623,7565,5,Average experience,2025-09-07 19:01:33
7072,7633,3000,7636,5,Driver was professional,2026-06-28 11:58:23
7073,1723,6487,5561,2,On time,2026-03-29 15:36:06
7074,17587,3038,3728,5,Very friendly driver,2025-02-14 03:23:44
7075,15819,2252,3147,4,On time,2025-08-30 13:43:01
7076,935,3884,3270,5,Great ride,2025-09-18 09:32:16
7077,15456,2227,3630,5,Clean vehicle,2025-06-28 18:27:48
7078,7763,1901,7934,4,Average experience,2025-12-08 05:42:08
7079,12314,1540,8380,3,Good experience,2025-01-31 09:58:00
7080,3151,4154,8688,2,Good experience,2025-10-28 02:47:50
7081,3864,2739,7685,4,Smooth ride,2025-03-02 21:06:52
7082,19980,5368,5851,4,Clean vehicle,2025-01-18 16:06:33
7083,5102,280,6382,4,Could have been better,2025-04-09 13:36:50
7084,10928,4024,4692,3,Could have been better,2026-07-08 06:14:00
7085,6972,2817,7838,4,Could have been better,2025-09-24 02:17:38
7086,2878,3171,8328,4,,2025-10-15 04:45:03
7087,3597,3126,5913,4,Driver was professional,2025-01-13 21:54:17
7088,10801,2112,4636,4,Very friendly driver,2026-02-07 00:37:29
7089,4656,8214,4397,5,Good experience,2025-01-10 05:38:55
7090,16229,6330,5929,3,Very friendly driver,2025-10-19 01:33:16
7091,68,6014,8402,4,Great ride,2026-06-14 05:41:25
7092,10695,6450,4898,5,Smooth ride,2025-07-21 12:40:14
7093,1656,6036,6349,5,Very friendly driver,2025-01-12 15:09:58
7094,6565,7641,5712,4,On time,2025-10-08 04:50:35
7095,14282,4239,8640,1,Clean vehicle,2025-01-19 13:07:38
7096,8827,7117,5330,5,Smooth ride,2026-03-26 08:07:06
7097,10541,3536,4527,5,Driver was professional,2025-07-16 09:03:26
7098,6297,1884,3674,3,Average experience,2025-10-29 17:23:44
7099,16322,9953,4785,5,Clean vehicle,2025-06-27 21:46:11
7100,1543,8943,4746,5,Driver was professional,2025-12-02 21:07:16
7101,7495,6723,5225,4,Could have been better,2026-03-29 10:48:51
7102,8689,1446,3115,4,On time,2026-05-21 08:02:48
7103,16646,884,7386,5,Could have been better,2025-01-21 19:06:43
7104,17484,9600,4497,4,On time,2025-10-20 09:23:55
7105,11855,3800,2318,5,Very friendly driver,2026-07-24 02:01:35
7106,17539,3773,6202,4,,2025-12-28 19:38:50
7107,2332,5474,401,5,On time,2026-03-17 22:51:58
7108,6149,2213,1763,5,Average experience,2025-06-03 07:09:05
7109,19360,2510,4847,3,,2025-03-01 04:11:46
7110,13777,8061,4040,5,Good experience,2025-05-09 16:54:47
7111,2043,1964,9013,5,Great ride,2026-01-24 18:02:23
7112,6628,8555,1557,5,,2025-09-01 20:34:38
7113,1952,9139,4558,5,Very friendly driver,2026-02-09 01:09:53
7114,7309,8842,6862,5,On time,2025-10-25 02:30:17
7115,9865,4687,9848,4,Very friendly driver,2025-10-02 00:02:04
7116,13979,9232,471,5,Smooth ride,2025-06-28 17:56:41
7117,1984,390,1077,5,Driver was professional,2026-04-07 03:17:13
7118,11637,4183,1382,4,Great ride,2025-12-13 04:50:21
7119,6754,6477,4055,5,On time,2025-08-31 20:10:54
7120,8890,7755,6242,5,Clean vehicle,2026-01-23 22:57:50
7121,9123,7910,648,5,Very friendly driver,2025-04-01 13:49:04
7122,14541,1931,5083,4,Very friendly driver,2025-08-29 20:23:58
7123,3989,6955,5384,5,Driver was professional,2025-04-28 07:43:34
7124,18214,8435,3143,5,Clean vehicle,2025-01-12 12:33:15
7125,18891,4667,201,5,Driver was professional,2025-03-15 22:37:18
7126,3815,1288,3379,3,On time,2025-12-09 19:13:34
7127,9783,9059,7901,5,Driver was professional,2025-08-31 16:30:15
7128,19400,9185,7744,5,Good experience,2026-07-17 13:15:39
7129,9715,1906,7700,4,Clean vehicle,2026-05-15 22:57:11
7130,19694,4969,2144,5,Clean vehicle,2025-08-13 16:33:21
7131,14696,6803,2871,5,Very friendly driver,2026-03-31 14:37:39
7132,2229,1178,4181,5,,2025-10-10 06:53:58
7133,2293,8466,7623,5,Great ride,2026-04-20 01:49:27
7134,4435,1111,5364,3,Very friendly driver,2025-11-21 15:08:10
7135,9232,9091,6240,5,Driver was professional,2025-07-02 05:30:43
7136,2982,9679,8752,5,Smooth ride,2025-09-12 22:14:56
7137,7922,7050,1463,5,Could have been better,2025-12-04 18:29:37
7138,8584,5423,5751,4,Very friendly driver,2025-10-27 16:14:34
7139,2355,7090,8990,5,Driver was professional,2025-01-20 06:33:25
7140,6960,7718,3426,5,Average experience,2025-10-03 19:50:47
7141,5267,2634,9901,4,Average experience,2026-04-26 19:16:15
7142,2914,896,4336,3,Driver was professional,2025-11-11 22:00:04
7143,14019,9417,1312,5,Very friendly driver,2025-04-08 09:22:58
7144,15291,9423,9181,5,On time,2025-12-23 14:35:47
7145,18442,3648,4821,5,On time,2025-11-01 13:09:09
7146,14169,8137,4870,4,Smooth ride,2026-04-27 10:54:05
7147,16678,9142,4346,5,Average experience,2025-05-31 20:58:05
7148,1833,9881,2167,5,Could have been better,2026-02-28 22:08:26
7149,14742,5811,8909,5,Clean vehicle,2025-07-31 12:52:05
7150,10485,9616,6692,5,On time,2026-07-24 22:01:56
7151,14752,1702,5657,5,Driver was professional,2025-05-12 16:07:05
7152,12959,6920,9527,5,On time,2025-04-25 23:18:15
7153,13209,2119,4426,4,Smooth ride,2025-04-18 15:03:18
7154,1222,3234,154,5,Clean vehicle,2025-09-09 17:32:26
7155,6041,9738,1331,5,Great ride,2025-09-09 22:19:37
7156,1289,9068,5038,5,Very friendly driver,2025-02-22 18:29:03
7157,7014,6081,8239,5,Very friendly driver,2025-12-02 06:20:20
7158,18226,5286,3685,2,Driver was professional,2025-01-10 17:58:02
7159,3627,3042,4136,5,Average experience,2025-11-03 16:34:33
7160,1993,3725,8391,5,Clean vehicle,2026-05-03 18:34:14
7161,18731,8630,7812,4,Smooth ride,2026-01-28 05:19:13
7162,4476,3448,9790,5,Good experience,2025-04-15 01:06:06
7163,1257,1555,7228,4,,2026-02-21 11:02:19
7164,6708,6437,8134,5,Could have been better,2026-05-18 21:09:27
7165,2888,2328,9905,5,Great ride,2026-06-10 04:13:36
7166,7790,5000,9908,5,Could have been better,2026-07-03 17:29:14
7167,5164,5957,9795,5,On time,2025-07-14 03:57:33
7168,15400,7308,801,4,Average experience,2025-09-19 05:00:13
7169,10597,4102,1592,3,Average experience,2026-05-25 13:55:13
7170,12718,672,2705,4,Could have been better,2025-11-02 01:07:01
7171,15973,4245,7843,5,Clean vehicle,2025-02-28 15:12:55
7172,3450,8700,5518,5,On time,2026-01-12 22:13:27
7173,3080,4485,6109,5,Clean vehicle,2025-12-09 02:40:10
7174,4938,971,628,5,Very friendly driver,2026-07-03 09:51:29
7175,17722,9364,8541,4,Driver was professional,2026-01-19 01:33:05
7176,14906,9454,8116,5,Smooth ride,2026-01-09 08:45:53
7177,13898,21,118,4,Good experience,2026-03-05 03:21:49
7178,19531,2121,8862,5,Could have been better,2026-05-11 09:50:10
7179,11877,2789,7968,4,Smooth ride,2025-05-12 03:44:18
7180,18217,2436,9305,3,Good experience,2025-12-13 04:29:09
7181,13881,9219,3698,5,Could have been better,2026-06-22 07:07:58
7182,15620,4628,9732,5,Average experience,2025-11-01 06:04:22
7183,6529,1427,415,4,Great ride,2025-09-13 20:49:35
7184,6202,8417,2251,5,Very friendly driver,2025-09-17 12:56:31
7185,19562,5625,7795,5,Could have been better,2026-04-25 21:46:07
7186,13490,4697,3813,5,Clean vehicle,2025-02-23 13:49:46
7187,8556,9992,7229,5,On time,2025-09-30 13:10:01
7188,15542,5293,4074,2,Average experience,2025-06-04 01:35:35
7189,11773,1454,8127,5,Very friendly driver,2026-05-09 20:35:53
7190,11774,5049,8866,4,Very friendly driver,2025-07-06 05:07:27
7191,2427,1607,6325,4,Smooth ride,2026-07-23 23:58:16
7192,9167,103,7973,2,Smooth ride,2025-08-21 21:07:29
7193,14823,6420,6237,5,Driver was professional,2026-06-16 00:25:29
7194,16595,4820,5518,5,Good experience,2025-08-26 09:43:32
7195,4085,6814,3723,3,Good experience,2026-05-15 20:53:08
7196,1155,4769,9072,4,,2025-01-23 07:53:31
7197,10604,8270,7049,5,Good experience,2026-01-31 20:07:10
7198,4583,6742,3888,4,Good experience,2026-06-01 08:08:19
7199,3129,103,5887,5,On time,2025-08-16 15:14:56
7200,5521,4923,3684,4,Good experience,2025-05-31 12:54:41
7201,9490,6269,7392,5,,2025-09-24 07:41:53
7202,6183,9436,3921,3,On time,2026-02-28 12:37:33
7203,13185,665,599,4,Good experience,2026-03-01 14:08:02
7204,18674,2821,5170,5,Driver was professional,2025-11-26 00:17:41
7205,4728,2606,78,3,Average experience,2026-06-19 13:39:28
7206,16107,1554,6592,5,On time,2025-11-27 12:51:26
7207,471,7837,7691,5,Driver was professional,2025-04-23 23:56:53
7208,911,8971,3147,3,Good experience,2025-08-04 18:32:41
7209,3145,7704,9996,3,Could have been better,2026-06-16 14:45:28
7210,12707,3098,1481,4,Driver was professional,2025-05-01 08:40:05
7211,1612,1259,5739,5,On time,2025-09-01 08:56:54
7212,4505,7648,5573,3,Great ride,2025-07-25 11:58:45
7213,11805,8763,3468,4,Average experience,2025-01-08 08:10:03
7214,4855,6340,1902,4,Great ride,2026-02-02 20:04:05
7215,3760,2510,4866,5,Could have been better,2025-06-07 23:14:34
7216,14460,392,4295,4,Great ride,2026-02-14 14:00:13
7217,4822,3162,5036,5,,2025-02-06 17:57:41
7218,6320,6251,219,5,Good experience,2025-01-11 03:34:20
7219,6599,9801,8495,5,Great ride,2026-05-17 11:22:58
7220,12822,8178,2613,5,Average experience,2026-02-21 01:52:35
7221,6221,3239,3531,5,Great ride,2026-06-07 12:23:52
7222,6791,5509,3918,5,Smooth ride,2026-03-19 21:59:45
7223,5959,6572,5017,4,,2026-04-03 17:09:48
7224,2946,7100,2371,3,Smooth ride,2025-12-12 15:01:24
7225,14592,510,1050,3,,2026-04-11 22:49:40
7226,3441,317,3831,2,Very friendly driver,2025-12-08 11:06:18
