ride_id,rider_id,driver_id,requested_at,pickup_time,dropoff_time,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,distance_km,fare,surge_multiplier,status,cancellation_reason
11687,5032,3712,2026-02-06 07:49:53,2026-02-06 07:55:53,2026-02-06 08:06:53,45.079879,-72.444396,44.742972,-76.474771,30.98,91.6,1.5,completed,
11688,3621,3596,2025-07-03 01:24:19,2025-07-03 01:26:19,2025-07-03 01:57:19,43.985211,-65.84136,43.206486,-66.142876,38.09,80.51,1.0,completed,
11689,7896,503,2025-06-30 00:09:46,2025-06-30 00:21:46,2025-06-30 00:46:46,44.712054,-72.820864,44.829968,-73.369093,33.42,70.23,1.0,completed,
11690,4885,7302,2026-05-27 14:45:06,,,43.079912,-76.240586,44.356388,-67.341083,0,0,1.0,cancelled,rider_no_show
11691,3420,6397,2026-01-24 06:26:58,,,44.460815,-78.314444,43.175123,-66.830918,0,0,1.0,in_progress,
11692,5742,9039,2026-06-13 10:33:12,2026-06-13 10:47:12,2026-06-13 11:05:12,43.027343,-68.163551,43.940544,-66.588761,34.2,138.3,2.0,completed,
11693,1570,8212,2026-06-02 12:30:20,2026-06-02 12:35:20,2026-06-02 12:53:20,44.043003,-73.533528,45.222202,-65.454972,9.84,39.78,1.5,completed,
11694,1516,6958,2025-04-21 19:48:41,,,43.948567,-72.663538,45.27254,-65.096306,0,0,1.0,cancelled,rider_cancelled
11695,380,1292,2026-03-24 07:40:36,2026-03-24 07:42:36,2026-03-24 08:11:36,43.072665,-66.723175,44.821426,-76.933362,17.89,53.35,1.2,completed,
11696,9785,8676,2025-04-11 23:26:40,2025-04-11 23:30:40,2025-04-11 23:51:40,43.942043,-66.746774,43.761306,-77.881219,5.83,20.55,1.0,completed,
11697,7046,3493,2026-07-01 08:39:53,2026-07-01 08:44:53,2026-07-01 08:52:53,45.281926,-78.067309,45.411168,-76.736013,6.5,17.18,1.0,completed,
11698,7804,8761,2025-12-21 22:15:04,2025-12-21 22:25:04,2025-12-21 22:44:04,44.8621,-69.047267,43.887743,-66.754691,22.57,49.15,1.0,completed,
11699,9130,7499,2025-10-12 13:35:49,2025-10-12 13:43:49,2025-10-12 14:31:49,43.742529,-72.536283,43.134777,-73.04937,18.6,52.35,1.0,completed,
11700,464,3177,2025-03-08 19:08:35,2025-03-08 19:13:35,2025-03-08 20:12:35,43.797622,-64.069624,45.442823,-64.821294,21.44,61.17,1.0,completed,
11701,1433,8415,2026-05-15 06:35:13,,,45.218779,-63.671367,45.498675,-76.745879,0,0,1.0,cancelled,rider_cancelled
11702,3551,5543,2025-06-20 08:13:11,2025-06-20 08:27:11,2025-06-20 09:09:11,44.911145,-65.440406,43.163964,-76.194856,38.78,102.68,1.2,completed,
11703,5838,7761,2025-08-04 01:40:15,2025-08-04 01:43:15,2025-08-04 02:17:15,44.533573,-68.885385,43.432555,-70.537947,32.82,108.5,1.5,completed,
11704,2158,9506,2026-06-10 03:19:25,2026-06-10 03:23:25,2026-06-10 03:45:25,44.656183,-77.564725,43.010182,-75.20947,4.96,29.07,1.5,completed,
11705,1476,8884,2025-11-09 12:03:00,2025-11-09 12:05:00,2025-11-09 13:05:00,44.626658,-65.196413,43.941843,-75.030518,21.61,123.63,2.0,completed,
11706,4325,1699,2026-04-16 13:54:58,2026-04-16 14:04:58,2026-04-16 14:38:58,43.633592,-78.728783,44.779736,-69.433498,22.5,54.27,1.0,completed,
11707,709,4688,2026-07-05 01:23:52,2026-07-05 01:26:52,2026-07-05 02:05:52,44.128262,-65.594662,45.383494,-68.158217,30.63,140.5,2.0,completed,
11708,3908,6756,2025-05-05 17:19:52,2025-05-05 17:26:52,2025-05-05 18:26:52,43.949637,-79.375521,44.269926,-65.663224,14.98,50.22,1.0,completed,
11709,2242,3119,2025-02-26 06:16:59,2025-02-26 06:31:59,2025-02-26 07:17:59,45.148049,-77.124504,45.204454,-74.615057,27.62,67.44,1.0,completed,
11710,683,5330,2025-10-25 00:27:15,2025-10-25 00:35:15,2025-10-25 00:43:15,45.190329,-76.79561,43.723308,-75.399563,11.32,30.73,1.2,completed,
11711,1967,8159,2026-07-26 15:26:13,2026-07-26 15:33:13,2026-07-26 16:03:13,44.761556,-74.122518,45.288876,-67.153731,5.5,46.25,2.0,completed,
11712,3584,1699,2026-07-06 03:56:05,2026-07-06 04:09:05,2026-07-06 05:06:05,44.967219,-72.352132,45.160269,-76.704133,2.31,40.49,1.5,completed,
11713,4607,8036,2025-08-13 18:00:48,2025-08-13 18:04:48,2025-08-13 18:37:48,44.303224,-78.645411,45.217513,-79.540574,7.8,28.2,1.0,completed,
11714,5012,7171,2025-09-06 17:12:15,2025-09-06 17:19:15,2025-09-06 17:24:15,45.435756,-72.834524,44.357727,-66.423469,35.19,99.5,1.5,completed,
11715,5016,5906,2025-03-14 23:54:21,2025-03-15 00:09:21,2025-03-15 00:24:21,43.337762,-78.786136,43.918657,-76.45425,37.68,74.19,1.0,completed,
11716,4482,360,2025-06-06 03:53:59,2025-06-06 03:58:59,2025-06-06 04:42:59,43.752494,-76.432488,44.017703,-77.251765,12.39,40.08,1.0,completed,
11717,2482,6240,2025-01-21 16:51:27,2025-01-21 16:53:27,2025-01-21 17:28:27,44.056917,-70.391197,45.317283,-79.439127,29.42,66.73,1.0,completed,
11718,1934,9371,2026-06-02 02:06:55,2026-06-02 02:15:55,2026-06-02 02:25:55,44.169464,-73.952235,45.407698,-79.258248,37.79,72.63,1.0,completed,
11719,1084,5305,2025-06-26 22:25:22,2025-06-26 22:29:22,2025-06-26 22:46:22,43.219612,-65.993763,44.77769,-69.602691,38.77,153.6,2.0,completed,
11720,9988,1503,2026-03-02 12:25:36,2026-03-02 12:32:36,2026-03-02 12:46:36,43.694117,-66.963946,44.490348,-63.685845,20.67,44.07,1.0,completed,
11721,6209,9110,2025-08-01 03:23:20,2025-08-01 03:32:20,2025-08-01 03:46:20,45.449517,-67.911896,44.088472,-66.201064,6.79,19.78,1.0,completed,
11722,1089,3424,2025-12-31 18:38:35,2025-12-31 18:44:35,2025-12-31 19:18:35,45.249396,-73.325181,43.868373,-66.703421,36.98,119.42,1.5,completed,
11723,2425,5806,2025-01-06 17:09:26,2025-01-06 17:21:26,2025-01-06 17:38:26,43.46067,-73.716942,44.332271,-74.707072,6.18,39.53,2.0,completed,
11724,2602,5975,2026-04-16 14:02:13,2026-04-16 14:13:13,2026-04-16 14:56:13,45.066038,-71.483235,43.241782,-68.182041,24.03,60.1,1.0,completed,
11725,9651,9212,2026-07-18 09:34:30,,,45.472976,-79.522703,45.33022,-78.018555,0,0,1.0,cancelled,other
11726,1674,8937,2025-04-19 08:24:47,2025-04-19 08:27:47,2025-04-19 08:49:47,44.323523,-65.786079,43.033855,-63.700045,9.22,53.67,2.0,completed,
11727,3295,9664,2025-01-03 02:40:51,2025-01-03 02:42:51,2025-01-03 02:48:51,43.045253,-66.701686,45.377866,-71.010868,30.27,69.69,1.2,completed,
11728,185,6059,2025-01-03 22:41:23,,,44.566644,-66.572613,43.082196,-73.512851,0,0,1.0,cancelled,other
11729,1065,4902,2026-02-15 14:26:53,2026-02-15 14:33:53,2026-02-15 14:59:53,43.369117,-64.826494,44.20931,-63.927845,3.5,18.23,1.0,completed,
11730,6742,6548,2026-02-20 12:10:11,2026-02-20 12:12:11,2026-02-20 12:22:11,44.504577,-64.424721,45.218231,-65.182795,2.14,15.37,1.5,completed,
11731,8357,5078,2026-04-25 15:31:27,2026-04-25 15:41:27,2026-04-25 16:07:27,43.07185,-73.950035,44.039913,-66.833242,6.64,23.72,1.0,completed,
11732,8821,7407,2025-11-17 23:15:57,2025-11-17 23:17:57,2025-11-17 23:33:57,44.172766,-79.444786,43.32058,-74.752989,7.76,33.27,1.5,completed,
11733,9965,5112,2026-07-19 01:55:50,2026-07-19 02:08:50,2026-07-19 02:32:50,43.389239,-67.429149,44.226686,-73.899312,12.33,32.98,1.0,completed,
11734,6831,7395,2026-05-21 06:36:30,2026-05-21 06:48:30,2026-05-21 07:06:30,44.000055,-78.195354,43.801946,-74.855021,11.71,29.79,1.0,completed,
11735,9674,3143,2025-11-06 19:38:41,2025-11-06 19:46:41,2025-11-06 20:43:41,43.480834,-70.494631,45.006743,-67.44451,1.5,38.36,1.5,completed,
11736,4826,6241,2025-03-19 23:48:21,2025-03-19 23:56:21,2025-03-20 00:07:21,45.111384,-79.048806,44.315604,-70.416415,32.14,75.71,1.2,completed,
11737,6152,2970,2026-05-13 00:47:16,,,43.473569,-71.639498,43.949273,-68.93294,0,0,1.0,in_progress,
11738,2377,9749,2026-05-12 09:12:27,2026-05-12 09:18:27,2026-05-12 09:23:27,45.163374,-74.852927,43.05123,-68.525212,31.64,60.12,1.0,completed,
11739,1484,3812,2025-02-03 23:12:25,,,44.546062,-69.558832,44.826291,-65.142086,0,0,1.0,cancelled,driver_too_far
11740,6888,3788,2025-01-04 11:13:46,2025-01-04 11:28:46,2025-01-04 12:12:46,45.212891,-75.947572,43.510416,-67.683913,3.11,23.84,1.0,completed,
11741,9552,6745,2025-05-20 22:38:58,,,43.871145,-70.183015,43.708039,-64.297282,0,0,1.0,in_progress,
11742,3438,7317,2026-06-02 02:50:08,2026-06-02 02:59:08,2026-06-02 03:26:08,44.284599,-65.027467,45.317405,-75.146984,35.59,74.73,1.0,completed,
11743,4663,9160,2025-06-25 18:14:55,,,43.111064,-75.969212,44.955932,-65.944162,0,0,1.0,in_progress,
11744,1191,5324,2025-02-11 03:24:36,,,44.317034,-73.748504,44.997699,-64.669941,0,0,1.0,cancelled,rider_cancelled
11745,7096,3691,2025-11-08 16:08:19,2025-11-08 16:23:19,2025-11-08 16:57:19,44.169145,-67.253061,44.022119,-69.623845,25.04,58.72,1.0,completed,
11746,5824,5696,2026-02-01 17:50:41,2026-02-01 18:04:41,2026-02-01 18:18:41,43.572923,-75.468636,44.747549,-71.725989,6.28,18.89,1.0,completed,
11747,2253,8032,2025-03-19 02:22:13,2025-03-19 02:25:13,2025-03-19 02:42:13,45.189531,-75.024438,44.940574,-65.302454,33.69,67.91,1.0,completed,
11748,6740,2609,2025-10-24 01:59:19,2025-10-24 02:12:19,2025-10-24 02:31:19,43.618345,-66.774241,44.938814,-77.992558,34.21,104.28,1.5,completed,
11749,469,6948,2025-05-11 01:11:42,2025-05-11 01:25:42,2025-05-11 02:09:42,43.469808,-71.342648,45.222726,-68.674565,1.18,20.46,1.0,completed,
11750,63,7958,2025-01-27 02:15:58,,,45.054468,-64.85818,44.135969,-78.59239,0,0,1.0,cancelled,rider_cancelled
11751,9033,9115,2026-05-24 09:08:05,2026-05-24 09:12:05,2026-05-24 10:02:05,43.177348,-72.745002,45.202903,-66.043114,15.17,47.05,1.0,completed,
11752,9367,1265,2026-01-03 02:14:00,2026-01-03 02:22:00,2026-01-03 02:59:00,45.208575,-76.470668,44.92067,-74.809021,29.36,67.33,1.0,completed,
11753,5841,415,2025-08-23 19:08:22,2025-08-23 19:18:22,2025-08-23 20:13:22,43.979151,-63.780754,44.514388,-65.5509,37.05,87.09,1.0,completed,
11754,115,5581,2025-08-13 21:52:39,,,43.746051,-75.20158,45.062213,-75.837832,0,0,1.0,cancelled,driver_cancelled
11755,1641,8767,2025-12-07 03:42:44,2025-12-07 03:44:44,2025-12-07 03:50:44,44.197345,-65.251145,44.215296,-68.40262,15.52,32.26,1.0,completed,
11756,9390,6451,2025-02-16 02:08:25,,,45.376171,-63.88076,43.499161,-70.709822,0,0,1.0,cancelled,other
11757,2453,9196,2025-02-24 11:27:41,2025-02-24 11:35:41,2025-02-24 12:17:41,44.329319,-75.925035,43.22716,-79.501581,28.42,67.44,1.0,completed,
11758,2356,5375,2026-04-27 04:21:59,2026-04-27 04:28:59,2026-04-27 04:55:59,43.834197,-75.685981,43.5159,-77.660025,36.96,77.13,1.0,completed,
11759,7162,6982,2025-08-03 16:26:04,2025-08-03 16:39:04,2025-08-03 16:58:04,44.917252,-78.781906,43.270224,-78.407292,13.58,33.41,1.0,completed,
11760,9089,3018,2025-07-29 07:11:12,2025-07-29 07:19:12,2025-07-29 08:19:12,45.306628,-78.822384,44.488761,-65.453302,21.02,60.78,1.0,completed,
11761,1455,6483,2026-01-27 23:12:44,,,43.248567,-66.184961,44.31289,-70.40314,0,0,1.0,cancelled,rider_no_show
11762,1710,8582,2026-02-01 01:48:05,2026-02-01 01:53:05,2026-02-01 02:06:05,43.282271,-75.98507,44.30109,-66.038135,37.19,145.26,2.0,completed,
11763,2461,3078,2026-07-08 15:30:36,2026-07-08 15:33:36,2026-07-08 15:54:36,44.725148,-72.883636,44.498995,-76.235133,11.82,62.07,2.0,completed,
11764,8553,8495,2026-06-14 15:59:15,2026-06-14 16:07:15,2026-06-14 17:03:15,44.445437,-71.507557,44.221214,-73.257487,24.31,65.14,1.0,completed,
11765,7299,5917,2025-07-16 17:44:33,,,44.494995,-66.172412,43.65295,-67.922846,0,0,1.0,cancelled,rider_no_show
11766,9850,5795,2026-03-06 08:33:04,2026-03-06 08:37:04,2026-03-06 09:09:04,43.774365,-64.06976,44.545202,-78.965557,6.72,25.96,1.0,completed,
11767,1450,4082,2025-04-24 13:02:43,,,43.980669,-77.210613,44.838191,-70.062211,0,0,1.0,cancelled,driver_too_far
11768,4016,5522,2026-04-06 20:43:00,,,45.068496,-78.84324,43.204526,-73.813877,0,0,1.0,in_progress,
11769,1807,646,2026-03-15 20:12:59,2026-03-15 20:18:59,2026-03-15 20:50:59,43.172403,-76.741097,43.504042,-64.586597,14.18,39.02,1.0,completed,
11770,6290,4059,2025-08-07 03:50:06,2025-08-07 04:01:06,2025-08-07 04:38:06,45.040434,-68.918893,43.574459,-67.605326,22.49,55.31,1.0,completed,
11771,3797,7963,2026-07-16 00:59:14,2026-07-16 01:03:14,2026-07-16 01:56:14,45.387204,-79.293173,43.447001,-75.474137,27.07,82.71,1.2,completed,
11772,3438,940,2025-08-04 10:38:00,2025-08-04 10:50:00,2025-08-04 11:21:00,45.321433,-76.056802,45.250249,-72.153566,29.43,65.35,1.0,completed,
11773,1454,8127,2026-05-09 19:55:53,2026-05-09 20:01:53,2026-05-09 20:35:53,43.418218,-70.713441,44.339557,-64.522974,10.84,67.74,2.0,completed,
11774,5049,8866,2025-07-06 04:07:27,2025-07-06 04:20:27,2025-07-06 05:07:27,45.340044,-65.749015,43.746922,-69.547747,28.13,68.68,1.0,completed,
11775,7084,8678,2025-05-19 00:37:09,2025-05-19 00:40:09,2025-05-19 01:15:09,43.102195,-69.125289,43.526949,-77.968596,13.09,45.79,1.2,completed,
11776,3598,7076,2026-03-18 20:59:34,2026-03-18 21:06:34,2026-03-18 21:30:34,43.529581,-76.97086,45.012458,-69.710564,36.31,89.93,1.2,completed,
11777,6902,8313,2026-02-04 21:36:28,,,43.498123,-73.914506,44.544993,-66.166157,0,0,1.0,requested,
11778,2780,6627,2025-05-02 06:20:04,,,44.546072,-75.516233,43.921714,-78.119282,0,0,1.0,in_progress,
11779,6543,5292,2025-12-04 19:50:33,,,45.044912,-67.382871,45.305929,-72.96264,0,0,1.0,cancelled,driver_too_far
11780,2078,3854,2025-05-18 16:03:04,,,45.014568,-66.752505,44.845865,-65.827227,0,0,1.0,cancelled,other
11781,337,7020,2025-11-05 13:11:12,2025-11-05 13:22:12,2025-11-05 14:10:12,45.175682,-68.147501,43.373459,-74.332317,11.71,40.29,1.0,completed,
11782,9986,5506,2025-10-21 20:55:45,2025-10-21 21:08:45,2025-10-21 21:28:45,44.663226,-79.501408,44.339265,-63.665487,20.63,55.32,1.2,completed,
11783,6872,7239,2025-06-12 02:10:07,,,43.231353,-64.756371,44.574049,-66.831532,0,0,1.0,cancelled,other
11784,7790,424,2025-11-04 12:07:18,2025-11-04 12:14:18,2025-11-04 12:36:18,45.14868,-69.261789,44.081026,-66.135698,20.55,46.66,1.0,completed,
11785,1577,2168,2025-07-06 00:11:30,2025-07-06 00:18:30,2025-07-06 01:03:30,44.624295,-76.511408,45.009848,-78.809467,39.14,87.25,1.0,completed,
11786,5207,8382,2025-08-28 10:03:17,2025-08-28 10:11:17,2025-08-28 10:17:17,45.004787,-73.44807,43.325683,-63.960773,7.54,21.95,1.2,completed,
11787,8022,5863,2025-07-01 22:10:53,2025-07-01 22:21:53,2025-07-01 22:59:53,44.266848,-79.289633,44.635463,-74.836027,36.66,120.68,1.5,completed,
11788,7724,3887,2026-01-29 15:14:37,2026-01-29 15:24:37,2026-01-29 16:04:37,45.154717,-78.855511,44.793264,-79.557429,38.6,84.55,1.0,completed,
11789,5761,7333,2026-06-23 10:45:16,2026-06-23 10:47:16,2026-06-23 11:27:16,44.176098,-72.4133,44.636983,-64.806048,21.68,54.94,1.0,completed,
11790,293,6884,2025-12-24 13:55:21,2025-12-24 14:08:21,2025-12-24 14:37:21,43.603851,-72.145119,44.801888,-63.600771,1.56,23.82,1.5,completed,
11791,8224,5181,2026-02-22 18:00:50,,,43.762414,-79.181956,43.253554,-75.342905,0,0,1.0,cancelled,driver_too_far
11792,5580,1908,2025-03-02 03:01:38,,,43.236118,-66.553375,44.429029,-68.08863,0,0,1.0,cancelled,rider_cancelled
11793,6551,2276,2025-09-30 04:16:16,2025-09-30 04:18:16,2025-09-30 05:11:16,43.88687,-63.592923,43.675057,-72.930691,4.84,30.02,1.0,completed,
11794,447,9772,2026-04-04 03:25:15,2026-04-04 03:36:15,2026-04-04 04:20:15,44.072346,-66.973874,44.926803,-73.21391,1.84,21.62,1.0,completed,
11795,3349,5758,2025-02-10 11:56:00,,,44.292049,-72.556772,44.463304,-75.663225,0,0,1.0,cancelled,driver_too_far
11796,4241,3546,2025-02-14 01:47:59,,,45.301732,-69.937161,44.165323,-66.401295,0,0,1.0,cancelled,rider_no_show
11797,1422,2823,2025-03-20 13:22:49,2025-03-20 13:35:49,2025-03-20 14:16:49,44.296314,-65.75408,45.474314,-74.473707,7.48,30.44,1.0,completed,
11798,9291,8836,2026-06-21 07:27:32,2026-06-21 07:42:32,2026-06-21 07:59:32,45.143277,-74.199644,43.790857,-63.565565,23.17,59.4,1.2,completed,
11799,3801,703,2025-01-28 05:46:02,2025-01-28 05:51:02,2025-01-28 06:19:02,44.282333,-65.997549,44.52588,-70.473802,12.62,34.88,1.0,completed,
11800,9538,1030,2025-11-27 11:17:38,2025-11-27 11:19:38,2025-11-27 11:34:38,43.526464,-66.961786,44.267662,-74.660376,15.5,35.38,1.0,completed,
11801,82,7745,2025-05-20 18:42:49,2025-05-20 18:57:49,2025-05-20 19:08:49,43.595828,-79.745031,44.173726,-65.897878,39.97,115.2,1.5,completed,
11802,4856,6227,2025-06-22 11:43:41,2025-06-22 11:50:41,2025-06-22 12:18:41,44.839442,-69.389186,44.523066,-63.928783,21.52,60.55,1.2,completed,
11803,3216,1223,2025-06-22 11:57:13,2025-06-22 12:06:13,2025-06-22 13:03:13,44.781749,-70.86195,44.890149,-69.009062,32.74,160.49,2.0,completed,
11804,8203,9072,2025-05-29 06:53:36,,,44.637362,-78.401154,43.262448,-72.637384,0,0,1.0,cancelled,rider_cancelled
11805,8763,3468,2025-01-08 07:49:03,2025-01-08 07:54:03,2025-01-08 08:10:03,43.215497,-65.731616,45.367474,-65.157522,36.31,72.14,1.0,completed,
11806,4888,2254,2026-05-28 01:13:52,2026-05-28 01:22:52,2026-05-28 01:37:52,45.279638,-71.06203,44.501351,-65.144474,9.73,37.92,1.5,completed,
11807,3981,3227,2026-07-02 11:04:59,2026-07-02 11:08:59,2026-07-02 11:49:59,45.450529,-71.841011,44.971505,-73.037285,20.89,80.86,1.5,completed,
11808,8310,661,2026-03-18 00:13:23,2026-03-18 00:26:23,2026-03-18 01:00:23,44.678405,-73.655501,44.11431,-68.870887,29.64,66.77,1.0,completed,
11809,1891,754,2026-03-31 23:12:16,2026-03-31 23:20:16,2026-03-31 23:40:16,45.234419,-72.225941,43.820594,-70.768563,1.7,12.97,1.0,completed,
11810,1618,3987,2025-01-03 19:25:54,,,44.799667,-77.149435,44.220319,-64.977085,0,0,1.0,requested,
11811,4301,2701,2026-07-18 22:36:16,2026-07-18 22:48:16,2026-07-18 23:35:16,44.411153,-68.871449,43.412951,-71.679099,18.88,52.49,1.0,completed,
11812,1571,3395,2025-05-19 05:55:59,2025-05-19 06:01:59,2025-05-19 06:37:59,43.48949,-65.76091,43.269029,-73.478409,8.7,36.99,1.2,completed,
11813,7591,9504,2025-02-26 03:10:41,2025-02-26 03:21:41,2025-02-26 03:27:41,45.149899,-64.935694,44.532347,-64.284213,37.7,142.15,2.0,completed,
11814,9130,2651,2026-01-10 01:51:32,,,43.637222,-64.454122,43.234738,-68.594619,0,0,1.0,requested,
11815,8026,5870,2026-04-16 23:28:47,2026-04-16 23:33:47,2026-04-16 23:47:47,43.687653,-78.252025,44.676462,-64.717587,36.53,71.83,1.0,completed,
11816,9121,8670,2025-05-30 05:25:23,2025-05-30 05:27:23,2025-05-30 05:35:23,44.858739,-73.661991,43.459586,-67.5108,33.47,128.75,2.0,completed,
11817,3357,8134,2025-04-06 10:54:10,2025-04-06 11:01:10,2025-04-06 11:14:10,43.48159,-68.012672,44.774133,-65.383541,11.73,28.08,1.0,completed,
11818,7627,7333,2025-10-28 08:48:41,2025-10-28 08:56:41,2025-10-28 09:54:41,45.066101,-74.795078,45.016631,-79.696424,36.54,87.24,1.0,completed,
11819,6920,1984,2026-03-14 11:33:29,,,44.07758,-76.234849,45.281094,-66.677981,0,0,1.0,requested,
11820,1330,2236,2026-06-30 14:05:08,2026-06-30 14:11:08,2026-06-30 15:08:08,43.535883,-64.464351,43.413002,-64.846954,17.57,53.7,1.0,completed,
11821,5451,8215,2026-01-28 22:55:32,2026-01-28 23:03:32,2026-01-28 23:24:32,45.143353,-71.398707,43.478518,-72.149982,15.84,57.11,1.5,completed,
11822,7910,5414,2026-06-23 18:03:45,2026-06-23 18:17:45,2026-06-23 18:40:45,44.869762,-65.58246,45.27149,-69.278638,16.57,40.05,1.0,completed,
11823,4776,9226,2025-09-30 03:54:47,2025-09-30 03:59:47,2025-09-30 04:39:47,44.763308,-66.941807,43.730179,-71.59085,13.77,61.65,1.5,completed,
11824,4783,8349,2026-02-24 21:32:46,2026-02-24 21:38:46,2026-02-24 22:37:46,44.145877,-72.896003,45.419968,-65.400431,29.28,74.89,1.0,completed,
11825,835,8202,2025-11-07 09:05:30,,,43.537887,-70.481814,45.168055,-68.383611,0,0,1.0,requested,
11826,5165,3525,2025-01-17 05:47:06,2025-01-17 05:59:06,2025-01-17 06:52:06,44.131314,-69.246085,43.619046,-71.181376,5.19,61.27,2.0,completed,
11827,2328,9470,2026-01-05 22:45:24,2026-01-05 22:55:24,2026-01-05 23:29:24,43.586747,-69.402518,45.032647,-68.813278,14.74,81.39,2.0,completed,
11828,8181,9807,2025-10-10 08:33:35,2025-10-10 08:38:35,2025-10-10 09:06:35,44.226455,-76.649689,44.05587,-63.697039,4.94,21.45,1.0,completed,
11829,7738,8803,2025-09-27 09:03:17,2025-09-27 09:14:17,2025-09-27 09:41:17,44.86627,-79.459028,45.185582,-79.232945,3.76,22.84,1.2,completed,
11830,5415,9202,2025-11-11 03:44:44,2025-11-11 03:57:44,2025-11-11 04:42:44,44.479004,-75.823437,44.973854,-69.40088,15.3,45.52,1.0,completed,
11831,6888,3746,2025-08-11 03:09:51,2025-08-11 03:13:51,2025-08-11 04:04:51,43.007433,-65.359459,44.249551,-64.543653,32.19,154.36,2.0,completed,
11832,7154,5471,2025-06-23 12:30:31,2025-06-23 12:34:31,2025-06-23 13:04:31,44.967076,-68.423588,44.31213,-72.703319,14.05,38.09,1.0,completed,
11833,4749,8875,2025-12-05 13:54:49,,,44.42482,-65.293659,45.400384,-78.731846,0,0,1.0,in_progress,
11834,2673,4351,2026-01-24 09:30:21,,,43.628377,-71.874694,43.591902,-67.708793,0,0,1.0,in_progress,
11835,6796,2632,2025-12-14 03:59:23,2025-12-14 04:09:23,2025-12-14 04:25:23,44.03719,-79.497228,43.710335,-68.847133,7.11,42.09,2.0,completed,
11836,4944,6780,2025-06-13 15:03:06,2025-06-13 15:08:06,2025-06-13 15:51:06,43.870397,-74.091903,43.504295,-75.819201,14.1,42.73,1.0,completed,
11837,9327,9531,2025-06-30 22:39:11,2025-06-30 22:46:11,2025-06-30 23:06:11,43.565942,-74.366155,44.076237,-79.078897,5.43,19.5,1.0,completed,
11838,8530,9279,2026-05-11 08:31:20,,,44.997502,-79.352537,44.308329,-65.524024,0,0,1.0,cancelled,driver_cancelled
11839,9767,2647,2025-05-26 08:58:17,2025-05-26 09:13:17,2025-05-26 09:27:17,44.212434,-65.777687,45.372154,-73.288404,14.72,40.39,1.2,completed,
11840,1002,7528,2025-09-10 23:22:31,2025-09-10 23:35:31,2025-09-11 00:23:31,45.459964,-75.91824,44.649188,-71.822853,38.76,87.63,1.0,completed,
11841,8629,4097,2025-09-25 18:42:36,,,43.48194,-70.369324,44.092159,-75.321088,0,0,1.0,in_progress,
11842,1345,2878,2025-04-05 03:59:36,,,45.478911,-69.579864,43.937659,-74.603862,0,0,1.0,in_progress,
11843,9021,6071,2026-05-15 12:11:48,,,44.168385,-65.173334,43.243069,-70.673463,0,0,1.0,cancelled,driver_cancelled
11844,8278,4671,2025-02-19 15:03:41,,,44.738578,-63.821662,44.384455,-63.628873,0,0,1.0,requested,
11845,7600,1331,2025-06-26 06:12:57,2025-06-26 06:23:57,2025-06-26 07:05:57,44.90179,-75.130989,44.29228,-71.654653,9.41,34.17,1.0,completed,
11846,1018,2051,2025-03-30 04:34:48,2025-03-30 04:41:48,2025-03-30 05:24:48,43.587952,-79.207327,43.22225,-67.739844,5.31,27.34,1.0,completed,
11847,6855,8402,2026-07-10 14:01:22,2026-07-10 14:14:22,2026-07-10 14:40:22,45.440463,-69.958558,43.688253,-63.940841,19.75,46.66,1.0,completed,
11848,5162,8593,2025-01-30 20:35:54,2025-01-30 20:48:54,2025-01-30 21:22:54,43.903779,-69.892259,45.170622,-68.044135,14.26,79.71,2.0,completed,
11849,5810,4544,2025-03-23 05:34:14,,,45.113363,-67.826087,43.52435,-73.815694,0,0,1.0,in_progress,
11850,7458,8585,2026-04-15 11:14:28,2026-04-15 11:20:28,2026-04-15 11:42:28,45.067717,-66.457727,44.056512,-78.888741,26.46,57.0,1.0,completed,
11851,8610,3084,2026-01-07 11:34:51,2026-01-07 11:47:51,2026-01-07 12:16:51,44.655229,-70.128834,44.241428,-72.306532,11.44,33.17,1.0,completed,
11852,2792,8618,2025-02-01 08:37:37,2025-02-01 08:48:37,2025-02-01 09:33:37,44.66176,-64.031811,44.0227,-71.20268,18.57,51.25,1.0,completed,
11853,9602,1655,2026-04-14 02:50:20,2026-04-14 02:57:20,2026-04-14 03:06:20,45.430537,-69.664814,44.594159,-64.084985,16.14,41.27,1.2,completed,
11854,7015,4181,2025-09-30 05:16:09,2025-09-30 05:24:09,2025-09-30 05:53:09,43.625023,-74.10181,44.534266,-78.916127,15.44,60.26,1.5,completed,
11855,3800,2318,2026-07-24 01:09:35,2026-07-24 01:18:35,2026-07-24 02:01:35,45.479668,-79.100975,43.313424,-79.256855,24.53,60.98,1.0,completed,
11856,2481,8506,2025-12-30 20:56:58,,,44.798315,-71.750466,44.45208,-78.436264,0,0,1.0,in_progress,
11857,3800,6941,2025-10-30 13:29:14,2025-10-30 13:42:14,2025-10-30 14:33:14,45.297044,-78.489703,44.976838,-76.389822,10.39,39.03,1.0,completed,
11858,6894,4439,2026-03-11 00:12:03,2026-03-11 00:17:03,2026-03-11 01:08:03,44.430804,-73.952512,44.028687,-70.570742,5.66,30.75,1.0,completed,
11859,7253,2822,2025-02-23 04:52:41,2025-02-23 04:59:41,2025-02-23 05:44:41,44.152608,-78.105538,45.086979,-73.544513,39.38,87.67,1.0,completed,
